Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cambodia,KHM,..,9.96339907582624,37.8205511442482,40.8657583207902,43.9447880527391,47.0573040538121,50.2043997502304,53.3857514274896,56.6015009560733,59.2269659797755,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cameroon,CMR,..,40.0405984999601,39.0314019379814,38.9778163546843,38.9337620824253,38.8987926448638,38.8728100431357,38.855713046176,38.8474046534115,39.075550156475,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Canada,CAN,..,99.7821484904636,99.5555938194796,99.5176050549222,99.4789713562807,99.4403418296497,99.4017200368672,99.3631209778315,99.324530417856,99.2860128514909,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cayman Islands,CYM,..,..,83.654025,83.654025,83.654025,83.654025,83.654025,83.654025,83.654025,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Central African Republic,CAF,..,15.0192618179043,23.0682501850038,23.9389655482317,24.8270967165202,24.9372247989515,25.0557637267249,25.183111618783,25.3196707449267,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Chad,TCD,..,11.5476379600523,10.370393146905,10.031682996405,9.7094454874899,9.4034552390214,9.11369697500522,8.84037712620922,8.58336858844236,8.34248327844754,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Channel Islands,CHI,..,..,98.5,98.5,98.5,98.5,98.5,98.5,98.5,98.5,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Chile,CHL,..,92.0711090566736,97.3050695530395,97.805112245095,98.3030010325413,98.7988459969559,99.2546369920863,99.6310285416858,100,100.000001352226,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,China,CHN,..,56.2896013225494,73.5496269827323,75.1935551961883,76.7958781604309,78.4556409739346,80.0822936476644,81.6754050978285,83.2351730239196,84.7607877105451,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Colombia,COL,..,71.5651499382537,82.2974674145602,83.3530732131057,84.4057541451035,85.4553652542572,86.5019676296613,87.5458273898057,88.5869940204514,89.6253577567162,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Comoros,COM,..,29.2036880559107,34.3266163815745,34.5313822734144,34.6899268334445,34.8021238075834,34.867431067634,35.8152676781796,35.8348916024195,35.8566241162328,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Congo, Dem. Rep.",COD,..,21.4019754784193,20.5003169478394,20.4910014135298,20.4803353457291,20.4684046834666,20.4553508668037,20.4412177633718,20.4260982701292,20.4559768639167,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Congo, Rep.",COG,..,11.9201108304489,16.0823104533398,16.626753634971,17.1843321212816,17.7552090878111,18.3393604125401,18.9369279554828,19.5480531724779,20.1728789244707,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Costa Rica,CRI,..,93.2583077061027,95.7397211801722,96.0674990640312,96.3839192573114,96.6895985679084,96.9851934692206,97.2714376265425,97.5489766928287,97.8183602521861,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cote d'Ivoire,CIV,..,20.9994137694048,26.8438077594019,27.5709265626127,28.3073284011576,29.0528006862092,29.8071325944733,30.5726951958805,31.3486226163171,32.134907136788,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Croatia,HRV,..,96.1556069414538,96.3677404786515,96.3906195542422,96.4140116024301,96.4379015063181,96.4623153416784,96.4871997942399,96.5125725101914,96.5384458414853,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cuba,CUB,..,87.0260396425456,90.1952938296111,90.6422780127045,91.0895865971562,91.5362292910897,91.9845521542765,92.4349645752294,92.811458855482,92.8102417631483,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Curacao,CUW,..,98.0945513612261,98.7528004050669,98.818625309451,98.8844502138351,98.9502751182192,98.9502751182192,98.9502751182192,98.9502751182192,98.9502751182192,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Cyprus,CYP,..,99.8530978380746,99.5147659686686,99.4633995706943,99.4117345936359,99.3599164834735,99.3079910141607,99.2560451299793,99.2041337188527,99.1523114561557,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Czech Republic,CZE,..,99.1397116935426,99.1375332307728,99.1372969251309,99.1369154281565,99.1363958116798,99.1358877757976,99.1353786321235,99.1347835792682,99.1340992258206,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Denmark,DNK,..,99.5972417823955,99.5972370583087,99.5972287633355,99.5972291186618,99.5972349958882,99.5972334294952,99.5972276070737,99.5972292785247,99.5972288164915,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Djibouti,DJI,..,47.242657052957,54.83810312881,56.0856621646342,57.3343824811184,58.5850113523164,59.8366848821208,61.0912273602414,62.3472119631012,63.6053572453779,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Dominica,DMA,..,64.0324232699665,76.6327307477816,77.8927614955628,77.8927614955628,77.8927614955628,77.8927614955628,77.8927614955628,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Dominican Republic,DOM,..,77.7514540768451,81.3932280754621,81.759506993104,82.1167460645631,82.4732745227877,82.8292593302581,83.1847591538341,83.5395612297675,83.8932063216788,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Ecuador,ECU,..,69.672204513178,80.5571142662406,81.6721016752084,82.7816837813793,83.8894963535994,84.9954468933787,86.0997974620878,87.1765533612846,87.9887160353163,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Egypt, Arab Rep.",EGY,..,92.2213373511838,93.3975142508884,93.5130346912593,93.6262636099252,93.7394619231753,93.8524973330345,93.9654345873778,94.0783437254313,94.1930218824391,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,El Salvador,SLV,..,83.2009152431629,85.7568445337551,86.0305384429253,86.292286572726,86.5423908823372,86.7816313527511,87.0104166879178,87.2276360584094,87.4335666680769,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Equatorial Guinea,GNQ,..,54.7905308846902,63.8311938398433,64.6283698093122,65.4060735995222,66.046944231755,66.1151128875693,66.1825225644556,66.2485414893345,66.3127900215243,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Eritrea,ERI,..,8.2853004636308,11.2019456503026,11.3735398431284,11.5365176711862,11.6362702366749,11.7366806940294,11.8379126212256,11.939966186728,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Estonia,EST,..,99.7244571474527,99.3334988358126,99.2817083600488,99.2299109909008,99.1778833388573,99.1256840987145,99.1327756133561,99.1397369617655,99.1465538894863,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Eswatini,SWZ,..,50.1431731996734,55.3222345021824,55.8420811039474,56.3556332622487,56.865156325349,57.3706071769067,57.8718784839098,58.368189143154,58.3519832910244,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Ethiopia,ETH,..,3.40384264959384,5.7054560533945,5.94120036982056,6.17577997331041,6.40637164286717,6.63574094902541,6.86379405974333,7.09074000050604,7.31633289543501,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Faroe Islands,FRO,..,..,90.8834757181354,90.8834757181354,90.8834757181354,90.8834757181354,90.8834757181354,90.8834757181354,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Fiji,FJI,..,79.5227154875823,89.0825135417605,90.2051817224931,91.31278328116,92.4051085123105,93.4823697465739,94.5445673121753,95.0692288909527,95.0721750698175,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Finland,FIN,..,99.4482093292901,99.4480005203213,99.4479596154442,99.4479213941194,99.4478882875375,99.4478782768771,99.4478672034731,99.4478561836171,99.4478441199711,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,France,FRA,..,98.6630314224111,98.6554798312812,98.654715493148,98.6539420974658,98.6531656580999,98.6523831996405,98.6515991661262,98.6508061199955,98.6500115526393,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,French Polynesia,PYF,..,98.3717549406101,97.2880827184797,97.1797154962666,97.0713482740536,96.9629810518405,96.8546138296275,96.8546138296275,96.8546138296275,96.8546138296275,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Gabon,GAB,..,34.459611670495,43.3771809855715,44.3088791904548,45.247854865672,46.1937405078128,47.1456463093684,47.3167656262285,47.3663716700662,47.413276717843,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Gambia, The",GMB,..,57.6503574959626,44.1027323522836,42.9987171823743,41.9394272877495,40.92313763778,39.9483256707542,39.0134164063317,39.1229971328028,39.2311499837464,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Georgia,GEO,..,95.0610625071445,91.7647552873654,91.4981845271869,91.2375628023912,90.9827009244245,90.7337591075014,90.4906429827168,90.2543744187345,90.0247909681897,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Germany,DEU,..,99.2181079722301,99.2241475369892,99.2247328517899,99.2247629994539,99.2247955654011,99.2248233553208,99.2248535093157,99.2249259262689,99.2250375649813,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Ghana,GHA,..,8.56140495621148,13.9479377266609,14.5735452766477,15.2064256909733,15.8462333416338,16.4928443788698,17.1461367343964,17.8059901318619,18.4721656151096,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Gibraltar,GIB,..,100,100,100,100,100,100,100,100,100,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Greece,GRC,..,97.3344320184951,98.4422889264462,98.5147412883931,98.585144541048,98.6534953388929,98.9723013451377,98.9759716306276,98.9795992833896,98.9831907753857,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Greenland,GRL,..,99.5972548280682,99.5972452269309,99.5972437219736,99.5972385570178,99.5972405002567,99.5972369124936,99.5972367092825,99.5972348340332,99.5972321483041,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Grenada,GRD,..,89.7301145671362,92.4890015648732,92.1572984211554,91.8255952774375,91.4938921337197,91.4938921337197,91.4938921337197,91.4938921337197,91.4938921337197,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Guam,GUM,..,88.7381724399494,90.082,90.216382756005,90.3507655120101,90.3507655120101,90.3507655120101,90.3507655120101,90.3507655120101,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Guatemala,GTM,..,63.299911502198,64.659568800682,64.7373297151247,64.8058618780479,64.8685235264104,64.9253694970549,64.9770448062078,65.0227453574811,65.0631350754195,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Guinea,GIN,..,9.42880477871487,17.268653175907,18.016371743316,18.7601691924221,19.4998321198285,20.2351490915629,21.060949294468,21.8889933728507,22.7192698908919,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Guinea-Bissau,GNB,..,11.6478844406009,16.9237043086126,17.4916717663926,18.0652982075613,18.6445430682255,19.2298914838996,19.8215788122679,20.4195511071678,20.5380030020396,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Guyana,GUY,..,78.8121111660901,83.2780767978145,83.6827090570482,84.1015709485964,84.5179655187063,84.9329417746939,85.3464871256135,85.7587234586326,85.7631015015164,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Haiti,HTI,..,16.7495405978288,27.1564382758973,28.2056613136228,29.264748857822,30.333325875853,31.4123238749131,32.5017275825736,33.5993507553404,34.7044542884675,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Honduras,HND,..,62.636630947879,74.0560296952756,75.1173751968013,76.1643773118909,77.196722845291,78.2150520122362,79.2190115354285,80.2424818233943,81.2512629376572,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Hong Kong SAR, China",HKG,..,96.8005102040816,96.6183673469388,96.5923469387755,96.5663265306123,96.540306122449,96.5142857142857,96.4882653061225,96.4622448979592,96.4362244897959,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Hungary,HUN,..,98.0437290101669,98.0084011802956,98.0047616512691,98.002149604168,97.9999138629061,97.9976766107909,97.99545474915,97.9931815860667,97.9908733908907,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Iceland,ISL,..,98.7980112220673,98.784752104867,98.7845809490436,98.7844127151632,98.7839858228088,98.7835483210001,98.7831146462079,98.7826611990927,98.7821682352681,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,India,IND,..,16.3692169483449,41.4676318709885,44.0265428009144,46.5946155283234,49.1708009071867,51.7545862858724,54.3451491757589,56.9416551432333,59.5434482675674,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Indonesia,IDN,..,41.0875053714695,59.9987295275932,61.8715531653606,63.7463792881442,65.622244766085,67.4992974596222,69.3764129189069,71.2531326869839,73.1283873746602,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Iran, Islamic Rep.",IRN,..,87.2474027045531,87.9878784736627,88.0440828146431,88.0979114186527,88.1498736711137,88.2191990739179,88.2876192509626,88.3552590553333,88.4218671015005,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Iraq,IRQ,..,70.9959604843432,82.4436856698151,84.086485679925,85.7377482152376,87.3973647604596,89.0653518371897,90.741589782041,92.4269066518848,94.1210224523593,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Ireland,IRL,..,89.5354202528957,90.546039622872,90.6468440743871,90.747357347201,90.8476108942509,90.9475674156755,91.0472790401245,91.1466427754968,91.2451813113421,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Israel,ISR,..,99.9999969552154,100.000001643832,100.000000806407,99.9999976217305,99.9999976588286,99.9999976942717,100.000001513666,99.9999992549263,100.000001466914,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Italy,ITA,..,..,98.7690251828609,98.7692415685267,98.7696920728215,98.7702458205124,98.7707990713357,98.7713458271166,98.7718901962979,98.7724326744163,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Jamaica,JAM,..,81.9871687143946,85.0368596625121,85.4201008468823,85.802700384234,86.184498883317,86.5653598662267,86.9451823863464,87.3237950393943,87.3126001706103,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Japan,JPN,..,100,99.9486758496352,99.9409660950672,99.9332563404992,99.9255465859311,99.9178368313631,99.9101270767951,99.9024173222271,99.8947075676591,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Jordan,JOR,..,98.4617750558802,97.8882518234235,97.8218121467136,97.7551953736594,97.6883223933101,97.6212256131688,97.527294977463,97.4334805775801,97.3397541392762,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kazakhstan,KAZ,..,96.8030208268481,97.3958660588244,97.4645211017057,97.5330395923614,97.6014243437389,97.66969773918,97.7378270756049,97.8058174106679,97.8737016782929,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kenya,KEN,..,33.590890014826,30.8575674781818,30.5872654946323,30.3209478038814,30.0587719042793,29.800634730658,29.5466323677871,29.296784785685,29.0511150631439,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kiribati,KIR,..,23.6869349148792,38.9205447647374,40.2451488396252,41.5511870427386,42.8386593740778,44.1075658336427,45.3579064214333,46.5896811374499,47.802889981692,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,78.03240613138,78.7500005754432,79.4722804946265,80.198950687781,80.9301790568559,81.6658115877632,82.4086071508094,83.1584104616353,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Korea, Rep.",KOR,..,100,100,100,100,100,100,100,100,100,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kuwait,KWT,..,100,100,100,100,100,100,100,100,100,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Kyrgyz Republic,KGZ,..,92.4915369720276,95.3997944609422,95.714481757837,96.0276739016795,96.338890868455,96.5565511902174,96.5402683099199,96.5211617957052,96.5070669553914,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Lao PDR,LAO,..,28.2949983797662,56.4544323086761,59.069493369337,61.6706489376325,64.2565543945053,66.8284501780308,69.3861205370295,71.9300483856743,74.4594104323402,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Latvia,LVA,..,88.4763077815438,90.3342017849108,90.5163169019544,90.6968738813006,90.8758767577943,91.0531756400343,91.4168579942281,91.7819620526322,92.1482658643503,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Lebanon,LBN,..,75.0601570512818,87.5519775641024,89.1134551282051,90.6749326923078,92.2364102564105,93.7978878205127,95.3593653846154,96.9208429487181,98.4766391682531,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Lesotho,LSO,..,8.89512463085045,29.9821939136611,31.8732960018708,33.722439859847,35.5370664590873,37.3171563659669,39.0626452969588,40.7734163335752,42.7543201871743,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Liberia,LBR,..,13.5169266839741,15.9170001415929,16.0770451568877,16.2341852611443,16.3887075689324,16.5399934092286,16.6880877382428,16.8328071853236,16.9735176994451,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Libya,LBY,..,97.4157894736842,99.0473684210527,99.2105263157895,99.3736842105263,99.5368421052632,99.7,99.8631578947368,100,100,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Liechtenstein,LIE,..,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,99.95,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Lithuania,LTU,..,84.3154474715238,89.5525144292995,90.0795597485184,90.6297100554695,91.1776170589954,91.7234496046617,92.2672096620697,92.8107230107065,93.3536351507625,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Luxembourg,LUX,..,97.7113632166249,97.6400098314085,97.6336852545397,97.6275883696542,97.6217550616759,97.6161389545442,97.6107391206891,97.6055422480587,97.6005402087149,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Madagascar,MDG,..,4.55056179920213,7.89752112477011,8.257861884648,8.62202682756225,8.99014928798304,9.36255868613432,9.73927883465214,10.1206395331252,10.5067603950822,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Malawi,MWI,..,20.7973948965162,23.9808976979507,24.3000045329994,24.6196871171522,24.9400742241687,25.2608771619313,25.582314515932,25.9040021945149,26.2261482497524,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Malaysia,MYS,..,96.8033214429338,98.8426521215224,99.0239185257563,99.2019693541954,99.3772686423884,99.5499082864424,99.5574356816453,99.5648534335206,99.572036160354,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Maldives,MDV,..,73.8045119855183,91.1138057519657,92.7610021885552,94.3984712542641,96.0259056845434,97.6432995598228,99.0490102965694,99.210698916376,99.3729980716322,..,..
