Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Belize,BLZ,..,..,79.39233,80.91307,82.43548,83.95941,85.5039265704001,87.0304001597184,88.5567268095959,90.082766643261,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Benin,BEN,..,1.02804,6.83164,7.47854,8.12989,8.78572,9.60757920316045,10.2898082599533,10.9773768316344,11.0349134296055,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Bhutan,BTN,..,..,79.4288,79.52466,79.61944,79.71276,79.8070433891088,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Bolivia,BOL,..,..,..,..,..,..,25.2913324143628,25.3220026470534,25.3525843189488,25.3828990744977,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Bosnia and Herzegovina,BIH,..,..,96.95269,96.95435,96.95656,96.95931,97.1465414580279,97.1550195368906,97.1638030400127,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Burkina Faso,BFA,..,5.38036,10.21524,10.70393,11.18434,11.32067,10.8922011674,11.2240372324311,11.5526156805888,11.877389332001,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Burundi,BDI,..,..,6.09893,6.15178,6.20579,6.26097,6.13336131768825,6.13846665455961,6.14208331884966,6.14409936808611,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cambodia,KHM,..,..,65.32248,65.36736,65.41596,65.46798,65.8910324556044,66.0022291139385,66.114851404164,66.2286220956706,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cameroon,CMR,..,..,2.5731,2.59525,2.61721,2.63898,9.19117269236519,9.26166559929487,9.33204184632748,9.40206643360047,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Central African Republic,CAF,..,..,16.4997,16.51851,16.53896,16.56106,16.6029710781771,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Chad,TCD,..,..,..,5.69369,5.70613,5.72119,5.74345421905666,5.76541603109726,5.7902959328907,5.81809377998824,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Colombia,COL,..,..,..,..,..,..,64.9943027844593,65.1268130862785,65.2574247769601,65.3857581074716,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Comoros,COM,..,..,15.55099,15.55253,15.55456,15.55697,15.5644958750462,15.568741975961,15.5735337189284,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Congo, Dem. Rep.",COD,..,..,4.26934,4.29525,4.3213,4.34752,4.38439654560955,4.41312164581933,4.44220551443019,4.47159745510342,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,47.6297794150273,47.7410770693163,47.8523737456036,47.9636724613661,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Costa Rica,CRI,..,..,83.7791,83.79278,83.80575,83.81802,83.8299176576504,83.8410428210698,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cote d'Ivoire,CIV,..,..,19.3695,19.50478,19.63789,19.76901,19.1129593382903,19.1909089033992,19.2701277404661,19.3507969404948,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cuba,CUB,..,..,85.15329,85.16416,85.17504,85.1858,85.1844957759358,85.1886358062414,85.1926570114297,85.1982075208693,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Dominican Republic,DOM,..,..,54.10278,54.29745,54.48104,54.65354,54.7507956560636,54.89899315916,55.0428854201177,55.1819809572288,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Ecuador,ECU,..,..,..,..,85.06305,85.09403,80.6011635088717,80.6124215654985,80.6236026252902,80.6347784463545,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Egypt, Arab Rep.",EGY,..,66.04586,80.94838,82.42805,83.91108,85.3963,86.8621400205247,88.3441965870926,89.8283411933547,89.8269694459489,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,El Salvador,SLV,..,..,90.22055,90.2515,90.28201,90.31198,90.5022573366091,90.5529744207461,90.6021621258625,90.6496848510482,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Equatorial Guinea,GNQ,..,..,22.70704,22.71406,22.72182,22.73044,24.6071504360511,24.6399682062548,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Eswatini,SWZ,..,..,23.43542,23.41464,23.39882,23.38734,23.9493339539426,23.9961659143359,24.0454786669824,24.0969633445971,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Ethiopia,ETH,..,..,0.91674,0.9368,0.95729,0.97803,7.70705072911583,7.79008135576371,7.87465586454931,7.96038974707188,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Gambia, The",GMB,..,..,7.39528,7.47545,7.55282,7.62739,7.64472020390945,7.72298304782486,7.80012758000184,7.87626629083994,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Ghana,GHA,..,10.06422,15.63413,16.28198,16.93588,17.59534,40.8868707547765,40.940699433763,40.9942058263864,41.0473083819571,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Guatemala,GTM,..,..,..,76.54385,76.60328,76.66298,76.5264304632908,76.5712373276,76.6175064570315,76.6655036207724,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Guinea,GIN,..,..,8.72839,8.74744,8.76692,8.78683,17.3179570372352,17.3599495028637,17.4038694662787,17.4497171149057,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Guinea-Bissau,GNB,..,..,6.49722,6.53285,6.56777,6.60186,6.35198380247949,6.36888556080441,6.38587005890903,6.40293708859611,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Guyana,GUY,..,..,77.10268,77.10162,77.10002,77.09792,77.1635489157812,77.1626515541047,77.161285627528,77.1594149222442,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Haiti,HTI,..,..,24.5917,24.79258,24.98579,25.1709,23.7056138730217,23.4318211722769,23.1510394988266,22.8627462636951,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Honduras,HND,..,..,83.88621,83.92884,83.97105,84.01278,84.0799471516509,84.1247054682112,84.1692526093255,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,India,IND,..,..,..,..,..,..,59.1795689387324,59.2991879817234,59.4224581261787,59.5496875182515,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Indonesia,IDN,..,..,75.78091,75.93949,76.09566,76.24942,63.873448596083,63.984052401955,64.0943257291528,64.2036185754851,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Iraq,IRQ,..,..,90.93587,90.94509,90.95618,90.96871,92.7923570693782,93.39080961423,93.9854578836609,94.5759477772468,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Jamaica,JAM,..,..,66.35787,66.3693,66.38135,66.39413,66.4092918557506,66.4245165522861,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kazakhstan,KAZ,..,..,..,96.382,96.38347,96.38463,98.9982639752277,98.998639321352,98.999006513259,98.9993740478602,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kenya,KEN,..,..,13.6138,13.68008,13.74754,13.81616,24.5229622225936,24.5647018579599,24.6073953229883,24.6510436992189,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Kyrgyz Republic,KGZ,..,..,89.16476,89.16737,89.17145,89.1768,89.1869639728041,89.1964606049975,89.2076285990301,89.2204016807518,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Lao PDR,LAO,..,..,..,..,..,..,49.3348362919844,49.5013348854303,49.6697104972569,49.8391565449809,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Lesotho,LSO,..,..,1.95973,1.98616,2.01297,2.03998,2.05219281479593,2.07365611308779,2.09527790178864,2.11711141089109,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Liberia,LBR,..,..,1.15481,1.15908,1.16341,1.16783,1.17336605560314,1.17828403373632,1.18332997804969,1.18848043978493,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Madagascar,MDG,..,5.29544,44.52064,49.77081,49.95625,50.14227,50.3475993893253,50.5403509161808,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Malawi,MWI,..,16.67654,12.01562,11.54501,11.07384,10.60169,10.1315058800167,9.65758441606811,9.18175322932738,8.703956048183,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Maldives,MDV,..,..,..,..,..,..,95.7760545730199,95.784959081934,95.7938953137068,95.8028629366759,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mali,MLI,..,..,16.25645,16.27236,16.28821,16.30395,51.4931245629094,51.7403777374559,51.9866971251887,52.2320839184474,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Marshall Islands,MHL,..,..,..,..,..,..,82.4083663341168,82.4404058412435,82.4716997815495,82.5021672835689,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mauritania,MRT,..,..,16.42111,16.50242,16.58201,16.65965,42.3205228871319,42.549889658199,42.7758932208854,42.999048887847,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mexico,MEX,..,..,..,87.67011,87.69929,87.72796,87.758448174576,87.7879272573118,87.8174056003199,87.8466842172696,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Moldova,MDA,..,..,87.24314,87.24014,87.23992,87.24236,86.9777487994036,86.9770856196642,86.9794174842251,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mongolia,MNG,..,..,70.91991,71.23663,71.54128,71.83289,71.1143136579097,71.1361700067088,71.1580188847214,71.1795489061304,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Mozambique,MOZ,..,..,11.76256,11.79276,11.82484,11.85881,12.1566119183403,12.2269838037985,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Myanmar,MMR,..,..,..,..,79.67731,79.77509,79.1649482128353,79.2027513262542,79.2434622802757,79.287085479675,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Namibia,NAM,..,..,42.01862,42.3753,42.73477,43.08865,43.4893464631861,43.8645393685773,44.2351896940557,44.5999038527554,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Nepal,NPL,..,..,56.53786,56.63396,56.73229,56.83257,50.7832706102165,49.7888269673958,48.7885443590975,47.7818400003274,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Niger,NER,..,..,9.30583,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Nigeria,NGA,..,..,12.64745,12.75269,12.85673,12.95935,41.4011920008823,41.5859975220716,41.7684278475915,41.9489153306759,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Pakistan,PAK,..,..,59.66493,59.81705,59.97362,60.13429,59.3752069784672,59.4521943579493,59.5295528975539,59.6069124587634,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Paraguay,PRY,..,..,..,..,..,..,79.497645635003,79.5323571167276,79.5670685035116,79.6015253008444,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Philippines,PHL,..,..,..,..,..,..,78.3892220850442,78.4131346677565,78.4370472671209,78.4629630309315,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Rwanda,RWA,..,1.24109,3.91712,4.2117,4.5105,4.81364,4.03318348168086,4.22606346904445,4.42065966873118,4.61727834496984,..,..
People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..
