Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Bahamas, The",BHS,12356.4238963715,27097.6108115725,28443.4076553352,28006.3797183913,29485.6209294138,28768.0298936727,29445.030528852,31405.9635601781,31588.8349989813,31827.2426989661,32217.871590084,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bahrain,BHR,3206.89773375732,5127.28498324584,7791.52362071467,8465.36129142801,8894.04381576731,9303.87846960029,9396.00696068709,8531.05038375159,8504.78786862871,8917.02151299066,9043.08482202876,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bangladesh,BGD,10076.2408226515,21033.0497957454,54042.7834091352,61352.2892145196,69877.4493778325,78481.7016120926,86957.866153484,97007.4507599298,109695.175388065,123743.211750958,139472.889514845,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Barbados,BRB,15595.7782751326,22993.2047953152,32112.2336786812,32918.1160265313,32499.7955586888,32904.0739229535,32977.0515228649,33123.7470384545,33873.8120897423,34863.2058497797,35898.5630108742,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Belarus,BLR,4.24968102856021E-05,91.5246186975243,1841.43903488332,3243.31702200699,5786.01076972411,7085.23888186316,8504.84737418111,9474.54670452419,9993.01796951945,11133.4239604206,12816.3787957601,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Belgium,BEL,17065.3508610438,25009.2817949031,33329.1022621454,34060.4102239265,34768.8002411467,35206.1717974799,35953.3634274498,36960.6311616367,37980.4141086617,39240.3252772401,40257.140825987,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Belize,BLZ,4394.37004662362,6728.84742130481,8541.59929367334,8846.98087734524,9011.24136047778,9137.08410262577,9411.22008966295,9551.83015444839,9636.80878767077,9775.11964095798,9769.48484266752,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Benin,BEN,107186.89843278,266416.116281634,375269.355933994,389733.247505769,427792.569374324,452202.529479475,466566.901678863,463674.570383829,467616.139598845,481642.42434411,500759.387858022,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bermuda,BMU,26841.5197383946,56284.1686478094,88207.3275597322,85973.158416455,85458.455507886,85748.0654143782,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bhutan,BTN,9889.29096238913,32275.3610439627,103257.230661679,119628.510381636,135674.159795725,144895.618548415,161863.330208523,176588.639002481,196920.059160561,214027.003229887,221802.955028668,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bolivia,BOL,2249.59816992146,6168.55114071025,13720.8871095348,16276.5409498564,18034.2764603559,20095.6625906722,21295.7827461536,20978.568004909,21259.713339956,23156.2672040572,24520.7578659723,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bosnia and Herzegovina,BIH,..,3116.08946101169,6845.26910471864,7164.71132901323,7274.0398538463,7559.05724742104,7856.94798317339,8336.55366116311,8831.09926063125,9361.77360349476,10050.8196775563,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Botswana,BWA,5480.72050956048,17970.1144137467,43715.5636466115,52088.7924592711,53869.9059744032,60681.7599789773,69839.7882040434,68875.9362404018,78966.6902938225,81674.2022685304,84231.5380772858,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Brazil,BRA,0.0775070117107467,6860.17357080488,19854.7587141795,22157.2605892385,24159.8942664163,26520.7255044389,28500.9249804952,29323.2998830269,30399.2628980115,31534.0527981703,32594.6805778963,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Brunei Darussalam,BRN,24663.6337985707,31053.6469917308,48090.0356622736,59191.5425413017,59658.2863186704,55978.7943751685,52867.8352925673,42848.156333829,37513.1014768938,39455.2774852582,42663.4527067666,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Bulgaria,BGR,5.2063656068295,3418.26340987681,10110.2425915737,10990.1191128104,11229.3536391469,11268.3832258677,11594.2301830387,12339.8315768298,13205.9975684017,14279.7140792603,15364.7467560793,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Burkina Faso,BFA,95831.5447426488,161477.374714657,285005.392747823,314659.246652963,344004.186528883,345719.017558657,347979.192787088,340269.446265352,345602.477408749,373954.939957122,397406.526966132,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Burundi,BDI,35646.172602578,98345.4898366812,288285.124190805,314736.126047424,364029.241655949,399621.017770007,425119.132427638,480293.168425684,466924.288124388,506609.018323041,484501.284878239,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cabo Verde,CPV,63595.1566799822,150724.796351135,281269.445696168,296526.452523373,297586.827713836,300388.418909307,297983.755733027,302432.074939542,312121.669559782,322043.474103111,339596.441306663,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cambodia,KHM,..,1166132.38838002,3287261.621488,3580715.08687974,3834900.43539258,4081297.30837839,4414990.86917591,4730406.48821411,5152883.18051681,5611106.36830305,6125877.67505787,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cameroon,CMR,284615.870611493,462778.789121658,636560.571697666,662148.76524821,691571.796225376,723878.438384987,761680.017571753,784835.315503644,808509.663683494,827498.40277505,852327.807674079,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Canada,CAN,25025.9487349346,35924.9397032432,48879.1773441754,51542.126858161,52508.9688024695,54087.0076105906,56160.3851971792,55620.8754760256,56046.8776529559,58497.87418089,59908.4515628156,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cayman Islands,CYM,..,34155.9700257665,61123.2089920949,60271.265420367,60650.3409206554,61260.7955683108,62489.5280042072,63564.5291944786,65244.1400693634,67601.0570824524,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Central African Republic,CAF,139754.960747973,178853.343110575,241668.12559953,260011.460550269,288873.110383046,187829.112879619,209574.669451802,223136.894442009,238340.811078419,261818.248278731,264366.766765737,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Chad,TCD,79379.6863858848,118019.317853516,441637.915181019,464055.41023457,493888.065077534,483928.957195321,503774.748584904,458791.826929039,410941.989742108,386687.37284635,404753.300398747,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Channel Islands,CHI,..,28670.9376663096,..,..,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Chile,CHL,760580.87643619,2737858.67699694,6535289.40129416,7079557.39162319,7468089.13046389,7846578.88296764,8367576.83122231,8879192.718276,9306874.29948628,9756741.01315091,10211280.7445214,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,China,CHN,1662.53684000405,7942.06916856282,30807.9359799059,36301.5630928556,39874.2869411673,43684.3919904522,47005.4021564646,50027.9240384475,53679.5233069672,59200.6102157033,64643.5059200276,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Colombia,COL,725930.626242823,5261952.2680412,12011394.4940174,13536482.063633,14451588.7675976,15347712.9130794,16242619.7128421,16933516.5266094,17931431.1697698,18817462.9976369,19708015.6418221,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Comoros,COM,284187.816148923,344855.879061209,488547.061586911,511763.182364355,537366.464466735,557618.626981612,560598.638380806,550981.18915804,565816.398354936,576510.151223995,589865.460723134,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Congo, Dem. Rep.",COD,6.46894668534688E-07,27959.9214564245,302594.651885248,355918.959282439,390528.328134438,421127.827941406,450388.210694075,460508.045951459,476174.744158544,683991.873972435,911496.68019225,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Congo, Rep.",COG,323328.398544258,733034.449261706,1391577.2892585,1548850.19809577,1548258.85692823,1505371.78971615,1479750.15273464,1041733.9446613,1075754.48218319,991057.588566111,1192656.38171881,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Costa Rica,CRI,167609.91500699,1162760.80885389,4281258.10848481,4612634.70898231,4985368.15795648,5242594.37868019,5677713.25690308,6040131.43047863,6355178.19296253,6669722.33842981,6939459.36171664,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cote d'Ivoire,CIV,246487.235901888,463714.369685247,600241.222035801,569543.059220858,634761.111287468,699298.494782457,770984.078150511,843677.790152244,878631.922458541,906427.707386555,953351.297720405,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Croatia,HRV,..,40142.9446801044,76552.1565143582,77842.6125922821,77446.9614707053,77827.3741337772,78176.5902091573,80810.6805493572,84125.3809875504,88840.6706120041,93617.9635154301,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cuba,CUB,2032.78236540254,2747.09857519438,5730.35477459488,6139.71932965905,6497.32111313561,6837.71289192677,7133.34209494342,7694.0119195241,8060.79588647979,8541.2106734664,8821.81889125004,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Curacao,CUW,..,28355.8576124309,35526.5435129083,36062.0316778381,36851.4412708432,36628.2651376266,36261.837353841,35712.8769464489,35004.1048702275,34828.9814265647,35026.5274588389,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Cyprus,CYP,7530.0702882231,15266.0372927122,23401.1303930575,23273.5635182828,22502.3317456551,20877.3091831324,20420.4695813744,21030.6772494762,22162.6777177442,23315.0122335865,24294.4367566673,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Czech Republic,CZE,70324.770609352,232021.295237289,378299.493718501,384310.32590428,386261.539932555,389768.117088848,409847.675330799,435782.030045536,451243.629293496,476407.243121343,501495.478648691,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Denmark,DNK,166420.405494016,248503.170265427,326429.17791085,331537.517691181,338903.309123087,343668.816291987,351054.091849437,358293.709508764,367982.635854337,377296.330603055,387404.059477225,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Djibouti,DJI,136159.336583119,136521.020535575,238727.061954444,257969.669920836,277109.807679903,411020.475651907,438262.750696565,475508.587155482,500881.934793652,520844.567666246,547829.559504443,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Dominica,DMA,7723.1652110936,12927.0064608758,18811.5621208273,19075.6430142704,18490.7292327204,18945.0264729075,19758.8802138285,20510.374668109,21818.615283212,19641.7475999888,20766.6317626527,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Dominican Republic,DOM,8453.81044999205,46427.5841276703,204556.671569062,225228.435389814,240261.567841768,260719.67509012,287812.481185295,311783.204315579,335389.373703769,361705.354232011,398586.713102557,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Ecuador,ECU,1488.81548840018,1444.5566847668,4633.59035839904,5200.55579014874,5682.04500655353,6056.3308269681,6377.09153014217,6124.49164262072,6060.09332904415,6213.50127649921,6344.87197850057,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Egypt, Arab Rep.",EGY,1706.61612137639,4941.04731984794,14579.2894463211,16220.4207419325,19378.1137818228,21044.144289259,23555.5228112899,26436.9608942082,28686.9666007221,35979.9533801419,45084.7177447644,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,El Salvador,SLV,914.130927454167,2001.53800924467,2983.24270784904,3266.04587535311,3428.38473639383,3509.53628031605,3588.96594318654,3705.54000206162,3800.10330164063,3902.24231785179,4058.25243928118,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Equatorial Guinea,GNQ,72822.1413780929,1228554.07757749,8554429.183194,10198701.1835603,11084766.0617674,10070968.1135401,9575943.88546133,6670916.88288572,5481798.51725548,5668454.30423589,5702813.04303982,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Eritrea,ERI,..,2965.78766681091,10266.5667329562,12474.9064397574,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Estonia,EST,..,4423.65093397567,11162.8723032727,12677.9487419008,13646.9280923205,14441.1500177922,15351.3112902183,15799.0758753755,16487.1560811376,18047.7554000959,19710.9314671084,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Eswatini,SWZ,3506.81075362953,11996.8692810823,30518.4601463651,32650.265016576,37172.1623422108,40844.3948459707,43829.2500497707,47074.200196052,50715.6037193981,52709.6977069632,54896.4286154353,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Ethiopia,ETH,526.283541769924,1014.11904669435,4402.97409524267,5714.21076256252,8059.42963455584,9088.57732837236,10814.2357330556,12872.0736310832,15135.5599459906,17223.2479947561,20163.7161107696,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Faroe Islands,FRO,..,183109.018936557,272938.888191743,279622.775651883,286495.412077002,308074.417439238,333607.17264387,352573.307527419,375783.115022938,387080.755622685,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Fiji,FJI,2717.64119724448,4420.18431429607,7006.64338266936,7838.89760715456,8218.42569783451,8913.65340893337,10579.9534423679,11307.6272093776,11837.8159294462,12610.2206404366,13081.668930727,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Finland,FIN,18241.3032487565,26359.4456869883,35079.3682756604,36746.10338899,37133.0027441964,37566.1062421355,37882.7328402831,38601.1138544521,39576.3436520243,40990.6005830565,42488.3790469459,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,France,FRA,18091.0687820908,24273.9175046173,30683.7689471934,31501.0931582648,31812.520197858,32079.2593949634,32416.9394762358,33012.7778794062,33415.1473573764,34323.7576815807,35127.4341126797,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,French Polynesia,PYF,1575523.4033766,1854075.40194278,..,..,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Gabon,GAB,1706814.62008999,2937412.48493927,4378610.56097381,5094030.75633594,5010332.86608652,4782714.4563421,4771388.73017305,4365930.4235385,4139024.78662744,4198378.10906794,4419481.07197037,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Gambia, The",GMB,2614.39744744886,7597.77354988188,24108.1881177518,22472.0847962851,23826.2648352162,25188.8371557729,25349.8095889315,28084.8482640254,29960.8072348973,31682.7220273419,34482.0361983806,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Georgia,GEO,0.00312369845897543,1482.19421941556,5762.70336005408,6782.67008586053,7301.74846347718,7691.1117399402,8368.01173518194,9109.39216315784,9613.93747292089,10933.9206717589,11953.712141517,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Germany,DEU,18425.3024569918,25654.4375758197,31358.4772624749,33554.1646891411,34134.6833342321,34860.5481972638,36148.9210631927,37093.8390380769,38058.902931388,39258.5010523367,40328.6362342469,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Ghana,GHA,13.0017937117134,140.840825824935,1858.06327772836,2356.11328867393,2897.14050176622,4647.16150345078,5709.29519220795,6477.70891125977,7551.3465512504,8813.81901003558,10098.2619675381,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Greece,GRC,4466.00612231769,13071.4219797353,20324.1180357657,18643.0219041164,17311.3370280935,16475.2211608149,16401.9193359635,16381.1359849284,16377.9158926838,16757.1337647549,17218.4306225733,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Greenland,GRL,113417.26618705,153612.099644128,247394.780774976,253332.747407277,266088.716775216,266974.133810173,283346.656008527,299636.454360766,324345.92247179,332272.881024016,343950.022311468,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Grenada,GRD,7794.65239642483,13654.3697062227,19595.9428802726,19685.8590209371,20100.1628725127,21032.3962281594,22598.694238857,24561.5507440761,25996.5382138744,27441.8006024857,28729.3412528936,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Guam,GUM,..,..,30700.4340081784,30859.4043533803,32494.5623640591,33265.3811866066,34394.0974809957,35278.9259389693,35562.8379083283,35615.8046274371,35712.5621350321,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Guatemala,GTM,3704.40678152722,12852.6586673485,22767.1846810655,24818.8135330969,25848.260481555,27128.9175734961,28515.092873983,30034.16923095,31468.0686194225,32849.5951743477,34204.9166018613,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Guinea,GIN,277144.453419345,634956.638089101,3850349.87120513,4335279.63093991,5009193.83919251,5312185.49851691,5521781.34840562,5758278.73747123,6567132.97849348,7775726.59498345,7917179.02306836,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Guinea-Bissau,GNB,8410.66165877647,219391.309921493,276182.36975067,331600.542294284,314694.870587092,313459.707618412,307764.297974698,356737.800900529,391982.959622135,428843.973785464,432331.73341027,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Guyana,GUY,21074.6801128467,174111.949538981,617677.827059282,698848.979027377,774139.229731572,808198.502538572,832320.731483665,860305.538471161,938051.456766308,947020.269058759,1034221.90386699,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Haiti,HTI,2199.72031497388,9166.08910932032,26831.175028811,29984.5945474995,32004.7937113998,35182.4829027891,37121.3767209201,39609.3998789402,44392.3737796322,50261.5738721511,56802.9408821725,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Honduras,HND,4085.20231272078,16222.3825383766,35982.8168902322,39504.8693670583,41819.3984717194,42795.7607875233,46298.8531519256,50522.2697103759,53492.9205100533,57542.5656959005,59759.4560930343,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Hong Kong SAR, China",HKG,105049.697607152,200675.318829707,252887.446257225,273549.126081792,284899.372036755,297859.699954032,312608.75579224,328923.511582297,339478.368726658,360246.763261496,381543.819621527,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Hungary,HUN,..,1304876.09846311,2726881.22817318,2845122.61516987,2907951.34290462,3061768.51662606,3313668.88333292,3533994.21397562,3657656.9058377,3967649.76502779,4367155.69029311,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Iceland,ISL,1481753.24417446,2517132.06024075,5259444.61688902,5509773.69895992,5742553.36652989,6050583.39840131,6333701.1191682,6916312.63787918,7461073.46104657,7619239.95340711,7926610.80104024,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,India,IND,6597.08980222212,20253.0305821983,61853.5896838643,69874.5081625062,78560.1857025565,87703.9119477247,96232.7804010087,105116.579165332,115985.464672012,127702.476324522,140543.550639032,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Indonesia,IDN,1078184.95129704,6570586.64198982,28383630.9101258,31951073.8510696,34677483.6918167,37910608.8017571,41428865.9238446,44609441.7201709,47415515.6644267,51341106.4323139,55432889.0683182,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Iran, Islamic Rep.",IRN,673923.929224505,9570824.2724467,68270611.6506799,85701543.3793302,97192958.8598534,129886447.242479,148678443.977653,145417822.044012,165291543.352965,189857194.424505,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Iraq,IRQ,3210.63994475494,2136972.79528939,5449018.09819227,7073229.79433887,7971947.41325113,8251262.67264428,7950726.18811994,5824763.28957555,5646090.72228302,6152650.71719663,6895984.46111905,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Ireland,IRL,10784.7311334688,28482.3771527925,36782.1483699567,37297.7856082989,38072.4866633199,38855.624120856,41826.7667151881,55898.7285294187,57132.3824504478,61807.1263230677,66763.735143214,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Isle of Man,IMN,6100.95593046744,13752.5376587255,45152.8925132871,48275.3575383455,48174.2633054547,51452.1410879299,54069.6387504791,53411.310281856,58622.5941623543,62928.5868082968,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Israel,ISR,25531.8755635363,85800.9680712355,114762.577181384,120472.917510108,125360.791606093,131104.717141262,134812.241695778,139058.440030549,143336.185221156,145932.684620064,149780.237409667,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Italy,ITA,12886.9952682723,21803.0723414736,27182.0109840481,27766.4381830151,27281.9351828629,26774.7898577062,26771.3213248287,27257.354457759,27967.3441249382,28686.7559979186,29213.7004604056,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Jamaica,JAM,13632.9831406674,145812.654607807,410175.202635867,439042.169849278,462373.3169325,500902.330387598,536234.112055917,574029.728597613,605877.426418621,648675.575251476,690008.535345017,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Japan,JPN,3671843.25343824,4152424.65094645,3906878.26969626,3844144.31328374,3878093.53673538,3948178.42991094,4037493.3216003,4178980.81657373,4220547.76839922,4299550.20908217,4338522.12653058,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Jordan,JOR,774.279240245773,1187.4511102309,2619.98042012857,2709.55827324367,2752.91093469282,2838.59950565817,2891.66348749878,2914.86876219099,2913.65085593658,2955.60268746652,3011.67003531836,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kazakhstan,KAZ,5.67041839980426,174682.00289365,1336581.79649981,1705786.66647823,1847011.80418946,2113170.69892079,2294954.81477775,2330535.58250601,2639710.285261,3014720.76158391,3382460.52485216,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kenya,KEN,8279.75113910346,30278.4402737069,75405.2825607659,86291.5332594366,96099.2851767602,104242.125897978,115688.429519918,131253.20188446,143174.754786207,162169.132701464,173272.278111362,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kiribati,KIR,704.419889502763,1374.47272382577,1653.6282996687,1682.1002979146,1727.33853530131,1777.18973028084,1822.48082566207,2053.321914721,2131.88297607622,2121.05152507928,2175.28291626024,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,"Korea, Rep.",KOR,4611980.56426556,13512234.0908359,25533864.8788621,26687439.3906935,27439456.8446246,28345762.0217838,29284278.5965476,30660110.2614102,32037532.4317411,33622036.7227027,34516511.3541802,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kosovo,XKX,..,1177.17647058824,2479.03000540638,2688.18257956449,2802.32827387547,2920.1343128118,3056.04018004172,3222.89321789322,3342.20515361744,3503.50193914896,3644.88863599415,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kuwait,KWT,2532.85379393551,5657.50813031783,11056.2775829544,13418.8115124082,14548.9216755707,14006.4961839031,12540.1591246896,8987.74139369917,8354.02096554527,9026.06619121781,10266.3107831685,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Kyrgyz Republic,KGZ,9.74676625979231,13342.6629103381,40450.3203069072,51860.3525187684,55370.1134255957,62118.819497867,68664.8958958101,72267.3538249761,78350.3906571264,85585.4441612081,88209.4588175686,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Lao PDR,LAO,143854.412615605,2561823.17202322,9419946.60857891,11068317.5703699,12663430.9027966,14349978.8195442,16084520.809349,17393435.3176988,18884298.5950896,20242814.8283447,21583778.0802313,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Latvia,LVA,..,2892.1120990053,8565.75346057672,9865.13386114252,10777.642542787,11329.8621169038,11863.9680767506,12351.7701654642,12795.18427057,13797.3281475898,15131.2714698148,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Lebanon,LBN,703877.622399078,6771143.16778122,11693291.6836679,11612859.6288249,12038676.32344,11945206.4637785,11625934.7439724,11532122.6608751,11509681.9145416,11816302.6527359,12466704.9208452,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Lesotho,LSO,905.712409178123,3029.14186512817,8783.40693762869,10115.8456462688,10912.2129638361,12053.6213858485,13885.9693874025,15554.1270682122,16406.7051999323,16436.6092390011,17215.6803533515,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Liberia,LBR,..,306.832894733147,513.445698620224,596.897081053795,657.936256349955,721.930055405248,721.182794835652,710.383857717515,714.623392230031,698.70176435511,677.322178545364,..
GDP per capita (current LCU),NY.GDP.PCAP.CN,Libya,LBY,1844.85584992858,3658.52907421969,15283.6641811599,6799.4261328522,16433.9975341049,13179.6310937401,8228.49662773102,5991.53391505403,5610.53417627774,8023.30257278682,9884.92661674278,..
